video_id,video_url,video_title,video_duration_s,source,window_index,start_s,end_s,duration_s,window_url,action_label,phase,is_step,confidence,description,description_detailed,ocr_text,has_caption,keep,filter_reason,validation_flags
0HfXl244xc4,https://www.youtube.com/watch?v=0HfXl244xc4,Sinkholes in Candles? Here’s How to Fix Them FAST!,750.0,storyboard,93,742.02,750.0,7.98,https://youtu.be/0HfXl244xc4?t=742s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~99% in, 12:22–12:30.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,90,721.82,729.84,8.02,https://youtu.be/0gk3NsmJa7k?t=722s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~91% in, 12:01–12:09.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,91,729.84,737.86,8.02,https://youtu.be/0gk3NsmJa7k?t=730s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~92% in, 12:09–12:17.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,92,737.86,745.88,8.02,https://youtu.be/0gk3NsmJa7k?t=738s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~93% in, 12:17–12:25.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,93,745.88,753.9,8.02,https://youtu.be/0gk3NsmJa7k?t=746s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~94% in, 12:25–12:33.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,94,753.9,761.92,8.02,https://youtu.be/0gk3NsmJa7k?t=754s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~95% in, 12:33–12:41.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,95,761.92,769.94,8.02,https://youtu.be/0gk3NsmJa7k?t=762s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~96% in, 12:41–12:49.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,96,769.94,777.96,8.02,https://youtu.be/0gk3NsmJa7k?t=770s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~97% in, 12:49–12:57.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,97,777.96,785.98,8.02,https://youtu.be/0gk3NsmJa7k?t=778s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~98% in, 12:57–13:05.",,0,1,,
0gk3NsmJa7k,https://www.youtube.com/watch?v=0gk3NsmJa7k,Make Candles with me | ❄️Winter Wonderland Edition ❄️,794.0,storyboard,98,785.98,794.0,8.02,https://youtu.be/0gk3NsmJa7k?t=786s,blank,aux,0,0.6,Empty/black end frame.,"Empty/black end frame. aux phase, ~99% in, 13:05–13:14.",,0,1,,
